serial_timesteps,n_updates,fps,policy_entropy,explained_variance,clipfrac,time_elapsed,policy_loss,value_loss,total_timesteps,approxkl,ep_len_mean,ep_reward_mean
105632,3301,304,10.242486,-0.0046803951263427734,0.109375,2164.543392419815,0.00064413203,0.00060569233,422528,0.008671996,500.0,7055.09939184
105664,3302,283,10.2321005,-0.011251568794250488,0.171875,2164.9652762413025,-0.00028088014,0.00049153884,422656,0.012929516,500.0,7055.09939184
105696,3303,290,10.231667,-0.052646517753601074,0.26171875,2165.41823554039,0.016540058,0.00037363596,422784,0.018356167,500.0,7055.09939184
105728,3304,282,10.238767,-0.03927755355834961,0.123046875,2165.85941529274,-0.0048900484,0.00029861272,422912,0.010060705,500.0,7055.09939184
105760,3305,313,10.250419,0.01559680700302124,0.24023438,2166.313056230545,-0.009889125,0.0001753954,423040,0.01852369,500.0,7055.09939184
105792,3306,302,10.254634,-0.1876077651977539,0.1796875,2166.7221212387085,-0.004862719,0.00017436873,423168,0.0143228695,500.0,7055.09939184
105824,3307,301,10.256983,-0.09518492221832275,0.22460938,2167.146425008774,0.005296413,0.00010918987,423296,0.017949717,500.0,7055.09939184
105856,3308,305,10.25421,0.0027011632919311523,0.13867188,2167.572052001953,-0.0016729617,0.000108667926,423424,0.011333274,500.0,7055.09939184
105888,3309,290,10.257927,-0.2079153060913086,0.18554688,2167.9939773082733,-0.0023538098,8.083424e-05,423552,0.012977323,500.0,7055.09939184
105920,3310,302,10.269991,-0.08872544765472412,0.14257812,2168.4353721141815,-0.0063973754,8.693448e-05,423680,0.009815945,500.0,7055.09939184
105952,3311,317,10.268033,-0.201757550239563,0.203125,2168.858611345291,-0.0010782948,5.8363563e-05,423808,0.016398307,500.0,7055.09939184
105984,3312,321,10.260823,-0.5763928890228271,0.2578125,2169.2620072364807,0.0046871607,5.6097495e-05,423936,0.02419953,500.0,7055.09939184
106016,3313,33,10.249994,0.009703278541564941,0.140625,2169.660279273987,-0.0025056247,0.8759495,424064,0.015435835,500.0,7065.701097369998
106048,3314,278,10.246579,-1.777327060699463,0.1484375,2173.5238382816315,-0.0059252996,0.0016721571,424192,0.01316105,500.0,7065.701097369998
106080,3315,287,10.243729,-0.0010013580322265625,0.23242188,2173.9848861694336,-0.00883868,0.00072904985,424320,0.01756793,500.0,7065.701097369998
106112,3316,310,10.238911,-0.006587862968444824,0.39257812,2174.4318730831146,0.004941625,0.0006903778,424448,0.04991979,500.0,7065.701097369998
106144,3317,287,10.233683,-0.06076836585998535,0.2734375,2174.845067024231,0.010669288,0.00039620933,424576,0.03341114,500.0,7065.701097369998
106176,3318,274,10.230228,0.025096774101257324,0.2109375,2175.2913842201233,-0.013649106,0.0002504949,424704,0.015770812,500.0,7065.701097369998
106208,3319,273,10.230902,-0.03386950492858887,0.35351562,2175.758067369461,0.019263165,0.0001666676,424832,0.035503592,500.0,7065.701097369998
106240,3320,270,10.229934,-0.01833653450012207,0.34375,2176.2274899482727,-0.0044440823,9.7863216e-05,424960,0.032610238,500.0,7065.701097369998
106272,3321,293,10.232102,-0.021728992462158203,0.28125,2176.702707052231,-0.011343433,0.000138736,425088,0.025954984,500.0,7065.701097369998
106304,3322,277,10.235119,-0.0321962833404541,0.2265625,2177.139621734619,-0.017102778,0.00022565767,425216,0.019270888,500.0,7065.701097369998
106336,3323,281,10.233526,-0.04575467109680176,0.20703125,2177.6022810935974,0.00564605,0.00010706021,425344,0.0221001,500.0,7065.701097369998
106368,3324,282,10.231124,-0.046138644218444824,0.34179688,2178.057155609131,-0.009498067,0.00014021675,425472,0.037912387,500.0,7065.701097369998
106400,3325,292,10.229887,-0.09085071086883545,0.47070312,2178.5112063884735,0.05007987,4.5009343e-05,425600,0.06704521,500.0,7065.701097369998
106432,3326,307,10.230168,-0.14316201210021973,0.28125,2178.949451446533,-0.026053082,5.3665462e-05,425728,0.022851713,500.0,7065.701097369998
106464,3327,263,10.229917,-0.07172513008117676,0.4296875,2179.3669862747192,-0.039115656,3.7375023e-05,425856,0.06495235,500.0,7065.701097369998
106496,3328,285,10.2293415,-0.046671390533447266,0.2890625,2179.8553717136383,-0.008495775,5.0038518e-05,425984,0.026309367,500.0,7065.701097369998
106528,3329,31,10.232878,0.030068814754486084,0.37890625,2180.3048765659332,0.08392792,0.4128585,426112,0.11550001,500.0,7063.048228599999
106560,3330,317,10.239917,-0.002068042755126953,0.44726562,2184.3109834194183,0.033343747,0.0036381595,426240,0.062003907,500.0,7063.048228599999
106592,3331,293,10.246646,0.00022035837173461914,0.15429688,2184.7155148983,0.00742756,0.00020026174,426368,0.014714976,500.0,7063.048228599999
106624,3332,301,10.249709,0.00979149341583252,0.24023438,2185.1517934799194,-0.011627749,0.00019989429,426496,0.020535873,500.0,7063.048228599999
106656,3333,305,10.251905,0.03948861360549927,0.26757812,2185.5771083831787,0.022557337,0.0002806141,426624,0.025512492,500.0,7063.048228599999
106688,3334,295,10.255148,0.012940585613250732,0.16992188,2185.9962215423584,-0.013394394,0.000192036,426752,0.013862316,500.0,7063.048228599999
106720,3335,310,10.254278,-0.03744769096374512,0.3828125,2186.430755853653,-0.01660281,0.00011616163,426880,0.045873523,500.0,7063.048228599999
106752,3336,280,10.246273,-0.038024187088012695,0.17773438,2186.8431661129,-0.020368826,0.00038643926,427008,0.015169467,500.0,7063.048228599999
106784,3337,284,10.247889,-0.013407349586486816,0.30664062,2187.300852537155,0.016006732,0.00036610238,427136,0.0329822,500.0,7063.048228599999
106816,3338,288,10.255125,-0.0508272647857666,0.24023438,2187.7506914138794,0.0061483057,0.000247147,427264,0.024777707,500.0,7063.048228599999
106848,3339,310,10.25918,-0.025296926498413086,0.1796875,2188.1948912143707,-0.0071256896,0.0003312019,427392,0.012935498,500.0,7063.048228599999
106880,3340,285,10.255673,-0.033339619636535645,0.3828125,2188.6073105335236,-0.0018979069,0.00021026644,427520,0.054033734,500.0,7063.048228599999
106912,3341,298,10.251244,-0.008443713188171387,0.27734375,2189.0568804740906,0.007982655,0.00019998735,427648,0.023723181,500.0,7063.048228599999
106944,3342,278,10.253016,-0.03193056583404541,0.38671875,2189.486741065979,0.026944939,0.00022432808,427776,0.091976374,500.0,7063.048228599999
106976,3343,268,10.25437,-0.03975975513458252,0.46875,2189.946816444397,0.014180367,0.0001838613,427904,0.06772638,500.0,7063.048228599999
107008,3344,33,10.259694,0.024135708808898926,0.22460938,2190.423763513565,-0.018116992,0.85639167,428032,0.022873541,500.0,7050.379170339999
107040,3345,310,10.257658,-4.549854278564453,0.25976562,2194.2581346035004,-0.0033376194,0.003556535,428160,0.036675602,500.0,7050.379170339999
107072,3346,324,10.2571745,-0.00908362865447998,0.27148438,2194.671429872513,0.01595593,0.0014524112,428288,0.030110456,500.0,7050.379170339999
107104,3347,318,10.26287,0.014292418956756592,0.23632812,2195.066785097122,0.014789776,0.0010860849,428416,0.021909306,500.0,7050.379170339999
107136,3348,315,10.268014,-0.002015352249145508,0.28125,2195.4696729183197,0.008320797,0.00088363414,428544,0.022477893,500.0,7050.379170339999
107168,3349,301,10.275489,-0.01829051971435547,0.29492188,2195.875887155533,0.02432371,0.00047793787,428672,0.037769612,500.0,7050.379170339999
107200,3350,318,10.278715,-0.025180578231811523,0.26367188,2196.3017687797546,-0.009800907,0.0006050703,428800,0.02131266,500.0,7050.379170339999
107232,3351,287,10.2824745,0.006990909576416016,0.25,2196.704183578491,0.0046535446,0.0005160634,428928,0.01958451,500.0,7050.379170339999
107264,3352,299,10.280881,-0.03635728359222412,0.32421875,2197.1508781909943,0.006768829,0.00034156293,429056,0.030864265,500.0,7050.379170339999
107296,3353,302,10.275637,-0.04418778419494629,0.33984375,2197.5794579982758,0.028794872,0.00033941123,429184,0.05404529,500.0,7050.379170339999
107328,3354,305,10.275734,-0.07533276081085205,0.28125,2198.004837989807,0.0037960014,0.00020246666,429312,0.021146838,500.0,7050.379170339999
107360,3355,310,10.274198,-0.12168467044830322,0.3125,2198.4244241714478,0.024072537,0.0002283752,429440,0.03437781,500.0,7050.379170339999
107392,3356,288,10.2738695,-0.016481757164001465,0.17382812,2198.837488412857,-0.0020244215,0.00015061915,429568,0.017418757,500.0,7050.379170339999
107424,3357,285,10.274068,-0.08590006828308105,0.42578125,2199.2827203273773,0.030162454,0.000108229615,429696,0.06870073,500.0,7050.379170339999
107456,3358,292,10.268806,-0.11662399768829346,0.359375,2199.732084274292,0.012965026,0.00013164004,429824,0.056947064,500.0,7050.379170339999
107488,3359,292,10.263607,-0.0833883285522461,0.35742188,2200.1699628829956,0.04084927,0.00010140485,429952,0.053729314,500.0,7050.379170339999
107520,3360,32,10.265618,0.02258366346359253,0.26171875,2200.6084518432617,-0.0014631723,0.7753961,430080,0.054179326,500.0,7048.147746999999
107552,3361,294,10.270426,-1.1028664112091064,0.35546875,2204.590237379074,0.015440747,0.0019411234,430208,0.03794646,500.0,7048.147746999999
107584,3362,320,10.268599,0.012564659118652344,0.4609375,2205.0254924297333,0.028177246,0.0006450436,430336,0.079139166,500.0,7048.147746999999
107616,3363,329,10.266897,-0.012543439865112305,0.41601562,2205.4258105754852,0.040385015,0.00056000333,430464,0.0781736,500.0,7048.147746999999
107648,3364,332,10.268682,0.01607346534729004,0.265625,2205.814958333969,-0.0033238186,0.00047864398,430592,0.020044861,500.0,7048.147746999999
107680,3365,308,10.273526,0.016155362129211426,0.41015625,2206.2011983394623,0.0491916,0.0004134828,430720,0.057965282,500.0,7048.147746999999
107712,3366,316,10.279526,-0.028800010681152344,0.2421875,2206.6161041259766,-0.007483138,0.00031461235,430848,0.020695284,500.0,7048.147746999999
107744,3367,298,10.276782,-0.05777156352996826,0.29101562,2207.021628141403,0.033725,0.00021869242,430976,0.03800809,500.0,7048.147746999999
107776,3368,284,10.274239,-0.030460000038146973,0.16601562,2207.4511733055115,0.005667939,0.00022540313,431104,0.017697277,500.0,7048.147746999999
107808,3369,278,10.278488,-0.09055924415588379,0.14257812,2207.90287566185,0.006553403,0.00015112429,431232,0.010333378,500.0,7048.147746999999
107840,3370,292,10.285807,-0.010190844535827637,0.29101562,2208.3640599250793,0.0141534265,0.00013433646,431360,0.029977545,500.0,7048.147746999999
107872,3371,276,10.281138,-0.02621138095855713,0.30859375,2208.8018424510956,0.00065342104,8.651859e-05,431488,0.037672378,500.0,7048.147746999999
107904,3372,284,10.279756,-0.09014654159545898,0.16992188,2209.265017271042,-0.004989624,7.70089e-05,431616,0.013402916,500.0,7048.147746999999
107936,3373,305,10.280709,-0.17572152614593506,0.091796875,2209.7153372764587,-5.9597194e-05,5.8762253e-05,431744,0.0069599547,500.0,7048.147746999999
107968,3374,276,10.275167,-0.07399928569793701,0.13671875,2210.1356739997864,-0.0031374744,6.1294784e-05,431872,0.010234163,500.0,7048.147746999999
108000,3375,30,10.272414,-0.00023055076599121094,0.4921875,2210.5989031791687,0.03992755,0.9597053,432000,0.061926674,500.0,7049.637173459999
108032,3376,311,10.273412,-1.5427615642547607,0.30859375,2214.75874376297,-0.015813174,0.0048285844,432128,0.06343867,500.0,7049.637173459999
108064,3377,278,10.277842,-0.005690455436706543,0.33398438,2215.1696786880493,0.015697721,0.0022500097,432256,0.0577367,500.0,7049.637173459999
108096,3378,304,10.281249,-0.004432201385498047,0.40820312,2215.6293947696686,0.00062454655,0.001280922,432384,0.068357036,500.0,7049.637173459999
108128,3379,303,10.285469,-0.0035331249237060547,0.42382812,2216.050306558609,0.045934938,0.0011262159,432512,0.060178865,500.0,7049.637173459999
108160,3380,303,10.284204,0.008017182350158691,0.234375,2216.4731957912445,-0.0025796555,0.0010372297,432640,0.017202752,500.0,7049.637173459999
108192,3381,315,10.283109,-0.06042182445526123,0.25,2216.8962864875793,0.018038955,0.00061720965,432768,0.024165072,500.0,7049.637173459999
108224,3382,316,10.280357,0.0008484721183776855,0.4140625,2217.302669286728,0.024766404,0.000605182,432896,0.057725843,500.0,7049.637173459999
108256,3383,308,10.2752495,-0.0018553733825683594,0.16210938,2217.707590341568,-0.005462248,0.00038418567,433024,0.011071065,500.0,7049.637173459999
108288,3384,320,10.277694,-0.0035393238067626953,0.47851562,2218.1236844062805,0.027151676,0.00045003375,433152,0.08329679,500.0,7049.637173459999
108320,3385,317,10.283257,0.0006026029586791992,0.41796875,2218.5242190361023,0.016394911,0.00030678982,433280,0.05501869,500.0,7049.637173459999
108352,3386,295,10.28713,-0.022039055824279785,0.24414062,2218.927958011627,0.005293166,0.00023790216,433408,0.020869384,500.0,7049.637173459999
108384,3387,300,10.295039,-0.005778789520263672,0.32226562,2219.3616304397583,0.010786815,0.00021685896,433536,0.03443423,500.0,7049.637173459999
108416,3388,310,10.303227,0.0016031861305236816,0.26757812,2219.788877248764,-0.004096829,0.0001439085,433664,0.024500707,500.0,7049.637173459999
108448,3389,302,10.307537,-0.003367185592651367,0.421875,2220.201598882675,0.041384798,9.7466065e-05,433792,0.05733975,500.0,7049.637173459999
108480,3390,290,10.30833,-0.07475018501281738,0.32421875,2220.626014471054,0.026763938,7.9508354e-05,433920,0.03581925,500.0,7049.637173459999
108512,3391,31,10.31503,-0.004573225975036621,0.27929688,2221.0669329166412,-0.014747081,0.87861395,434048,0.0334941,500.0,7049.50608727
108544,3392,292,10.316064,-5.447535991668701,0.24804688,2225.166180372238,-0.01661107,0.002252212,434176,0.061803963,500.0,7049.50608727
108576,3393,312,10.317438,0.0005469322204589844,0.1953125,2225.60448884964,0.005912532,0.00105852,434304,0.01359266,500.0,7049.50608727
108608,3394,307,10.314369,-0.0011289119720458984,0.2265625,2226.0153608322144,-0.009208499,0.0007712535,434432,0.014999338,500.0,7049.50608727
108640,3395,296,10.312818,-0.019650816917419434,0.25,2226.433050632477,-0.0039277915,0.00053278677,434560,0.021369126,500.0,7049.50608727
108672,3396,296,10.315104,-0.04967665672302246,0.2890625,2226.8661799430847,0.015807193,0.00057051296,434688,0.02215053,500.0,7049.50608727
108704,3397,304,10.324081,-0.03034520149230957,0.234375,2227.298680782318,-0.0017339922,0.00028281673,434816,0.026042365,500.0,7049.50608727
108736,3398,311,10.333714,-0.10998547077178955,0.37890625,2227.719171524048,0.006700592,0.00029670488,434944,0.052179083,500.0,7049.50608727
108768,3399,310,10.33473,-0.06563270092010498,0.26757812,2228.1307587623596,-0.004543716,0.00015490342,435072,0.01941152,500.0,7049.50608727
108800,3400,309,10.338904,-0.25964128971099854,0.27734375,2228.543871164322,-0.002558178,0.00018797739,435200,0.024216197,500.0,7049.50608727
108832,3401,316,10.34229,-0.3767821788787842,0.20507812,2228.9581360816956,0.0014773267,0.00014224109,435328,0.015617069,500.0,7049.50608727
108864,3402,308,10.350592,-0.33157801628112793,0.20898438,2229.3632411956787,-0.0005614385,0.00014037012,435456,0.014086515,500.0,7049.50608727
108896,3403,307,10.365245,-0.719243049621582,0.28710938,2229.779078722,-0.009335311,0.00013422738,435584,0.023393456,500.0,7049.50608727
108928,3404,288,10.371146,-0.5218362808227539,0.30078125,2230.1964089870453,0.0015614107,0.00011005543,435712,0.035581134,500.0,7049.50608727
108960,3405,301,10.37187,-1.507664680480957,0.16796875,2230.6405289173126,-0.0012854524,9.011505e-05,435840,0.010699633,500.0,7049.50608727
108992,3406,278,10.377093,-0.37415826320648193,0.21875,2231.066264152527,-0.010068194,7.479371e-05,435968,0.019291505,500.0,7049.50608727
109024,3407,30,10.379875,0.008595287799835205,0.1796875,2231.527485847473,0.0155757405,0.6627754,436096,0.024634518,500.0,7048.196663050001
109056,3408,276,10.386152,0.020521104335784912,0.13671875,2235.734959602356,-0.0064964504,0.0015781866,436224,0.008069747,500.0,7048.196663050001
109088,3409,300,10.389993,-0.003865361213684082,0.15039062,2236.19793176651,-0.013577798,0.00050345954,436352,0.011313282,500.0,7048.196663050001
109120,3410,307,10.392999,-0.013890624046325684,0.31640625,2236.624617099762,0.008948303,0.00046145965,436480,0.029901609,500.0,7048.196663050001
109152,3411,295,10.390742,-0.015027403831481934,0.43945312,2237.0427691936493,0.048179343,0.00032834866,436608,0.08221301,500.0,7048.196663050001
109184,3412,308,10.388687,-0.03775656223297119,0.2265625,2237.477168083191,-0.012530362,0.00025991068,436736,0.016831078,500.0,7048.196663050001
109216,3413,308,10.392681,-0.02700173854827881,0.23242188,2237.892524957657,-0.01171452,0.00021387512,436864,0.014459491,500.0,7048.196663050001
109248,3414,322,10.395438,-0.0054253339767456055,0.3515625,2238.310028553009,0.022255596,0.00022717129,436992,0.03663194,500.0,7048.196663050001
109280,3415,325,10.397932,-0.01235973834991455,0.1328125,2238.7092518806458,-0.0029534665,0.00015945581,437120,0.008640746,500.0,7048.196663050001
109312,3416,311,10.395962,-0.025981783866882324,0.20898438,2239.102956533432,-0.009963658,0.00013838113,437248,0.015414681,500.0,7048.196663050001
109344,3417,324,10.398932,-0.029047727584838867,0.25976562,2239.516100168228,0.016034804,8.2283135e-05,437376,0.023828948,500.0,7048.196663050001
109376,3418,315,10.406385,-0.10460305213928223,0.30273438,2239.9124195575714,-0.019973226,7.944222e-05,437504,0.026034497,500.0,7048.196663050001
109408,3419,320,10.405592,-0.11751925945281982,0.22070312,2240.318688392639,-0.0051252097,6.306014e-05,437632,0.017805098,500.0,7048.196663050001
109440,3420,323,10.408539,-0.034369826316833496,0.15039062,2240.7181527614594,-0.006075203,5.6582907e-05,437760,0.01067269,500.0,7048.196663050001
109472,3421,306,10.416469,-0.11589908599853516,0.36523438,2241.1150901317596,0.03480991,4.006565e-05,437888,0.039921537,500.0,7048.196663050001
